ROI_1,ROI_2,stat,pvalue,holm_pvalue,significant
121,230,0.7170363286972656,9.911903342055955e-07,0.05446194410326065,False
121,293,0.6994729986515831,1.3273712546787011e-06,0.07293241358832124,False
121,244,0.6981965872108061,1.355858376748774e-06,0.07449628265208463,False
121,243,0.6857353005555087,1.6683080770865091e-06,0.09166185067936407,False
228,287,0.6708091724516946,2.1390817337550415e-06,0.11752542861596948,False
148,230,0.6673267120881283,2.2668660790531447e-06,0.12454388924925883,False
64,230,0.6638753757678543,2.4010640072387593e-06,0.13191445655769743,False
121,239,0.6633795486356271,2.420987217552018e-06,0.13300661674509032,False
51,144,0.6584151664202477,2.6298416530801823e-06,0.14447824073691906,False
208,292,0.6559844304554107,2.738603744765214e-06,0.15045067392616657,False
121,251,0.6525119726228638,2.901852843704694e-06,0.15941618782176106,False
85,145,0.6479608134386705,3.1306925383792655e-06,0.17198459459586496,False
121,287,0.6456082338433053,3.2559966171902946e-06,0.17886491816873165,False
135,144,0.6452841059265031,3.273650432078794e-06,0.17983143918538438,False
38,230,0.641367744663269,3.4947036497222135e-06,0.19197106088654065,False
229,251,0.63176088288438,4.102502472983462e-06,0.22535456334345455,False
64,287,0.6317100340213494,4.105986804701369e-06,0.2255418551822462,False
28,40,0.6289848809539212,4.297133557294535e-06,0.2360372491686315,False
121,195,0.6283651662467992,4.341833069075494e-06,0.2384882068181787,False
121,207,0.6279695270701987,4.370613939252084e-06,0.2400647118412992,False
243,329,0.6272738731175075,4.4216845270642e-06,0.24286544433352825,False
120,126,0.6266339425583863,4.469192944568583e-06,0.2454704224804294,False
99,144,0.6265096381774099,4.478480543720066e-06,0.2459760653832809,False
66,120,0.6243889565401142,4.6399484132059895e-06,0.25483988669851254,False
121,190,0.6234148689311252,4.7160607654343326e-06,0.2590154893591844,False
83,251,0.6230746403222733,4.74293945085187e-06,0.26048697758023553,False
121,210,0.6224319874312098,4.794130398522777e-06,0.2632936414868709,False
244,287,0.6220340253879395,4.826107960360598e-06,0.2650450230750437,False
251,287,0.6216121561707837,4.8602403168301175e-06,0.2669146777196764,False
74,123,0.6207340640922929,4.932063438853688e-06,0.270854127871528,False
24,230,0.62032453595283,4.965923904300889e-06,0.2727086771285876,False
230,287,0.6201871294071423,4.977337098586188e-06,0.2733304667688605,False
312,316,0.6196465608709759,5.022493621098559e-06,0.27580521470900626,False
265,310,0.6164453999872015,5.298457973339635e-06,0.2909542226899994,False
202,290,0.6151586340791095,5.41362961044986e-06,0.2972732291690227,False
217,286,0.615002873041121,5.4277403743429466e-06,0.29804265169554556,False
41,207,0.6138234756071532,5.535789704112494e-06,0.30397021265281704,False
257,313,0.6113574166166055,5.768742993023921e-06,0.31675590900395045,False
69,293,0.6075094705579873,6.1520471263617675e-06,0.33779660361427194,False
83,293,0.6073244704317317,6.171106444953933e-06,0.3388369415730856,False
286,292,0.6067889891194878,6.2266081956349494e-06,0.34187814958953255,False
79,133,0.6064346056159687,6.263614708059837e-06,0.34390376554602536,False
230,239,0.6063063106115136,6.2770662794172855e-06,0.3446360470051266,False
107,265,0.6049371397728726,6.422440800088491e-06,0.3526112672472584,False
287,293,0.6049070517095972,6.425673128606433e-06,0.3527823061067504,False
121,238,0.6037158010359014,6.554968682363394e-06,0.3598743356304327,False
87,101,0.6036407030985314,6.563206598876259e-06,0.3603200422783066,False
121,221,0.6036055069696835,6.567071036626022e-06,0.360525632839732,False
143,309,0.6030096203686467,6.632845514272705e-06,0.3641299530425429,False
127,230,0.602454714401497,6.694691027173266e-06,0.3675184533187308,False
105,235,0.6015783797201931,6.79354156677399e-06,0.372938257849625,False
64,314,0.6008326569789741,6.8788121497288575e-06,0.3776123929593656,False
193,290,0.6007844393768015,6.8843624871541436e-06,0.3779101943698396,False
235,249,0.6004006175181401,6.928704919326698e-06,0.3803373991366004,False
244,246,0.600220198253843,6.949647465370304e-06,0.38148004866910673,False
64,293,0.5997905519587498,6.999775757720766e-06,0.3842246911170506,False
194,290,0.5996221043368863,7.019528018376253e-06,0.3853018929286725,False
62,148,0.5993679297965016,7.049438625782535e-06,0.3869366367305776,False
293,330,0.5976259511699078,7.257902334565772e-06,0.3983717433396461,False
249,293,0.5960063481912358,7.457269562274714e-06,0.4093071544645722,False
62,121,0.5958261714432284,7.479785761801419e-06,0.4105355213222327,False
217,292,0.5956945254327232,7.496280344825328e-06,0.4114333467257381,False
121,204,0.5947804430996573,7.611821721501608e-06,0.41776722336289424,False
69,71,0.5939560423707114,7.717559795853179e-06,0.42356283427581,False
21,207,0.5934098361963714,7.788427383442839e-06,0.4274444716581099,False
228,286,0.5923175590883855,7.932110583553981e-06,0.43532216093602605,False
37,230,0.5921688348300926,7.951879216672864e-06,0.4363991314110068,False
132,133,0.5916315411505013,8.02371004829137e-06,0.44033318374018215,False
169,185,0.5914520348809722,8.047853136030011e-06,0.44165008439905495,False
64,244,0.5910996123353954,8.095465331721802e-06,0.44425485100889733,False
230,246,0.5907025659712104,8.149445047795184e-06,0.4472089464428085,False
148,314,0.59065329173463,8.156169192631998e-06,0.44756978444568085,False
6,7,0.5906306633738262,8.159259008563852e-06,0.4477311788359328,False
171,287,0.590591378240157,8.164626034238021e-06,0.4480175243767429,False
14,29,0.5898670211602303,8.26422328857917e-06,0.45347446029091626,False
24,287,0.5893982559522758,8.329326488354472e-06,0.45703847374249823,False
51,217,0.5891743925546156,8.36059856887786e-06,0.4587460434743282,False
127,293,0.5889943984447208,8.38582789818464e-06,0.46012199094549294,False
199,205,0.5885296993175474,8.451317593694234e-06,0.4637068937308152,False
185,208,0.5884927439173165,8.456547678298232e-06,0.46398540146518913,False
127,287,0.5880927093509628,8.513370652984096e-06,0.4670945942466254,False
121,326,0.5879288659582123,8.536754321606923e-06,0.4683690258549638,False
121,314,0.5878919685030228,8.542029202309093e-06,0.4686498901554861,False
287,319,0.5877991763038386,8.555309293706491e-06,0.46936993378061925,False
121,187,0.5877204385466439,8.566594218368777e-06,0.46998049200814784,False
207,227,0.5873340002468243,8.62219671798737e-06,0.4730223341455051,False
38,293,0.5864881524036267,8.745168945066543e-06,0.47975996832635054,False
42,64,0.5860056802584511,8.816099449032273e-06,0.4836423996744615,False
229,249,0.5858850981658325,8.83391682650901e-06,0.4846110092686312,False
181,227,0.5858401065574725,8.840574106296494e-06,0.48496737374910676,False
207,299,0.5851126489896914,8.94891573864832e-06,0.49090172175929225,False
254,325,0.5843906420050815,9.05776371231753e-06,0.4968636284391781,False
83,249,0.5843520455899648,9.063619697325957e-06,0.49717579487711805,False
25,53,0.584252682368934,9.078712932723047e-06,0.49799464049865727,False
186,229,0.5841792211521035,9.089887886051891e-06,0.4985985303257183,False
168,230,0.5835161279611716,9.191384937537894e-06,0.504156655208891,False
301,310,0.5828971764835457,9.287151934251424e-06,0.5094002835936906,False
230,249,0.5826054590366689,9.332634514848268e-06,0.5118856705049126,False
246,293,0.5821795126670156,9.39944712997993e-06,0.5155408761851392,False
44,56,0.5817042187401458,9.474567339551028e-06,0.5196515948723552,False
121,289,0.5816335881457215,9.485781833269818e-06,0.5202571904275165,False
174,178,0.5816131648202028,9.48902706512585e-06,0.5204256893868272,False
67,120,0.5816102153433967,9.489495824105584e-06,0.5204419089772466,False
207,229,0.5801507544467192,9.724322914649874e-06,0.533311041608143,False
143,261,0.5801214791405365,9.729092524434587e-06,0.5335628922250416,False
120,217,0.5800488735017637,9.740931764886621e-06,0.5342024389181472,False
83,230,0.5798252939120702,9.777480094855567e-06,0.5361970084018793,False
78,160,0.5796315964274927,9.80925492279469e-06,0.537929730711138,False
25,287,0.5789891196018084,9.915393297680474e-06,0.5437403376582018,False
1,55,0.578617463627162,9.977317232585227e-06,0.5471261450832761,False
26,53,0.5784352118472901,1.0007825092360953e-05,0.5487890967647052,False
85,287,0.5784025187451007,1.001330762215137e-05,0.5490797234606704,False
2,47,0.578241577157145,1.0040341012798361e-05,0.5505520590957853,False
249,251,0.5779302120594776,1.0092849273768592e-05,0.5534212042285532,False
181,229,0.577609513471963,1.0147219789229959e-05,0.5563923554830571,False
186,227,0.5775964339739197,1.0149443488885896e-05,0.5565041359391026,False
280,310,0.5770677017499724,1.0239746317738723e-05,0.5614452906016142,False
40,151,0.5768965704004108,1.026914652100769e-05,0.5630470346003306,False
253,267,0.5765956987976353,1.0321041632678882e-05,0.5658820706365177,False
123,157,0.5765392221111214,1.0330812191171215e-05,0.5664074400053443,False
3,20,0.5763782068500393,1.035871910658505e-05,0.567927133737632,False
121,249,0.5758674526760188,1.0447744099334158e-05,0.5727975702459952,False
244,330,0.5755589618968882,1.0501886087908132e-05,0.5757554028834755,False
194,206,0.5755099475715233,1.0510514296331e-05,0.5762179252677545,False
85,289,0.5753632855678367,1.0536374394861517e-05,0.5776251170750981,False
69,83,0.5749235466084653,1.061429471431984e-05,0.5818862505337279,False
1,78,0.5749027139482732,1.061800051611125e-05,0.5820787882932187,False
281,301,0.5744606020669237,1.069695231285e-05,0.5863962288381241,False
121,176,0.5743073361558464,1.072445972791219e-05,0.5878934333646905,False
24,293,0.574264185991452,1.0732216913590488e-05,0.5883079345522898,False
85,293,0.5742591768400027,1.0733117783006794e-05,0.5883465843933005,False
160,229,0.5742172263074429,1.0740665345945692e-05,0.5887495709380132,False
83,235,0.5741464704517901,1.0753407517907317e-05,0.5894372796865717,False
172,290,0.5733969004337192,1.0889330662417764e-05,0.5968768815991049,False
281,313,0.5730602535063833,1.0950936585594469e-05,0.600242736129604,False
171,244,0.5725551514681886,1.1044026674549406e-05,0.6053341460587275,False
24,248,0.5723621696714343,1.1079802564822761e-05,0.6072839785779355,False
167,290,0.572011522708808,1.1145105270746412e-05,0.6108520747843401,False
148,287,0.571479695636714,1.1244888424638288e-05,0.6163098447775752,False
77,287,0.5714403052695055,1.125231455990282e-05,0.6167056040845939,False
