m,mean1,mean2,var_1,var_2,ttest_ind_precision_at_10,wilcoxon_precision_at_10,mannwhitneyu_precision_at_10,ks_2samp_precision_at_10,ttest_ind_recall_at_10,wilcoxon_recall_at_10,mannwhitneyu_recall_at_10,ks_2samp_recall_at_10
5,0,0.0,0.5,0.5,0.06699999999999998,0.05599999999999999,0.06599999999999999,0.06499999999999997,0.06699999999999998,0.05599999999999999,0.06599999999999999,0.06499999999999997
5,0,0.01,0.5,0.5,0.035000000000000024,0.05099999999999999,0.03800000000000001,0.04100000000000002,0.035000000000000024,0.05099999999999999,0.03800000000000001,0.04100000000000002
5,0,0.02,0.5,0.5,0.06799999999999998,0.05599999999999998,0.06499999999999999,0.053999999999999986,0.06799999999999998,0.05599999999999998,0.06499999999999999,0.053999999999999986
5,0,0.03,0.5,0.5,0.054000000000000006,0.051,0.048000000000000015,0.049,0.054000000000000006,0.051,0.048000000000000015,0.049
5,0,0.04,0.5,0.5,0.05999999999999999,0.05799999999999998,0.06299999999999996,0.053,0.05999999999999999,0.05799999999999998,0.06299999999999996,0.053
5,0,0.05,0.5,0.5,0.05499999999999999,0.04800000000000001,0.053,0.05100000000000002,0.05499999999999999,0.04800000000000001,0.053,0.05100000000000002
5,0,0.06,0.5,0.5,0.049,0.048999999999999995,0.051,0.051,0.049,0.048999999999999995,0.051,0.051
5,0,0.07,0.5,0.5,0.06199999999999997,0.05299999999999998,0.06599999999999996,0.05599999999999999,0.06199999999999997,0.05299999999999998,0.06599999999999996,0.05599999999999999
5,0,0.08,0.5,0.5,0.053,0.041000000000000016,0.05399999999999999,0.053999999999999986,0.053,0.041000000000000016,0.05399999999999999,0.053999999999999986
5,0,0.09,0.5,0.5,0.053,0.06199999999999997,0.05899999999999998,0.053999999999999986,0.053,0.06199999999999997,0.05899999999999998,0.053999999999999986
5,0,0.1,0.5,0.5,0.049000000000000016,0.05499999999999999,0.046,0.048,0.049000000000000016,0.05499999999999999,0.046,0.048
5,0,0.11,0.5,0.5,0.06999999999999997,0.07399999999999995,0.06799999999999995,0.060999999999999964,0.06999999999999997,0.07399999999999995,0.06799999999999995,0.060999999999999964
5,0,0.12,0.5,0.5,0.06699999999999996,0.06299999999999997,0.07299999999999997,0.05299999999999999,0.06699999999999996,0.06299999999999997,0.07299999999999997,0.05299999999999999
5,0,0.13,0.5,0.5,0.05799999999999998,0.057999999999999996,0.061999999999999965,0.061999999999999986,0.05799999999999998,0.057999999999999996,0.061999999999999965,0.061999999999999986
5,0,0.14,0.5,0.5,0.05999999999999997,0.06499999999999999,0.05799999999999997,0.05599999999999998,0.05999999999999997,0.06499999999999999,0.05799999999999997,0.05599999999999998
5,0,0.15,0.5,0.5,0.05799999999999999,0.048999999999999995,0.054999999999999966,0.04200000000000001,0.05799999999999999,0.048999999999999995,0.054999999999999966,0.04200000000000001
5,0,0.16,0.5,0.5,0.06499999999999997,0.06399999999999996,0.06299999999999999,0.061999999999999986,0.06499999999999997,0.06399999999999996,0.06299999999999999,0.061999999999999986
5,0,0.17,0.5,0.5,0.06399999999999997,0.047,0.053999999999999986,0.059999999999999984,0.06399999999999997,0.047,0.053999999999999986,0.059999999999999984
5,0,0.18,0.5,0.5,0.051999999999999984,0.05399999999999998,0.046000000000000006,0.04699999999999999,0.051999999999999984,0.05399999999999998,0.046000000000000006,0.04699999999999999
5,0,0.19,0.5,0.5,0.05799999999999999,0.046000000000000006,0.051999999999999984,0.054999999999999966,0.05799999999999999,0.046000000000000006,0.051999999999999984,0.054999999999999966
5,0,0.2,0.5,0.5,0.054000000000000006,0.052000000000000005,0.041000000000000016,0.05000000000000001,0.054000000000000006,0.052000000000000005,0.041000000000000016,0.05000000000000001
5,0,0.21,0.5,0.5,0.061999999999999965,0.059,0.06299999999999997,0.07099999999999997,0.061999999999999965,0.059,0.06299999999999997,0.07099999999999997
5,0,0.22,0.5,0.5,0.05499999999999999,0.06299999999999999,0.055999999999999994,0.058999999999999976,0.05499999999999999,0.06299999999999999,0.055999999999999994,0.058999999999999976
5,0,0.23,0.5,0.5,0.06099999999999998,0.053999999999999986,0.05799999999999997,0.053999999999999986,0.06099999999999998,0.053999999999999986,0.05799999999999997,0.053999999999999986
5,0,0.24,0.5,0.5,0.06399999999999997,0.05599999999999999,0.07099999999999995,0.05899999999999998,0.06399999999999997,0.05599999999999999,0.07099999999999995,0.05899999999999998
5,0,0.25,0.5,0.5,0.05499999999999998,0.05600000000000001,0.060999999999999985,0.05999999999999997,0.05499999999999998,0.05600000000000001,0.060999999999999985,0.05999999999999997
5,0,0.26,0.5,0.5,0.06099999999999997,0.06399999999999996,0.06499999999999996,0.053,0.06099999999999997,0.06399999999999996,0.06499999999999996,0.053
